ID	ORF	UniGeneHsID
1053_at	CEBPE	Hs.558308
10531_at	PITRM1	Hs.528300
10533_at	ATG7	Hs.716466
10534_at	SSSCA1	Hs.654840
10535_at	RNASEH2A	Hs.532851
10536_at	LEPREL2	Hs.631655
10537_at	UBD	Hs.719331
10538_at	BATF	Hs.509964
10539_at	GLRX3	Hs.42644
1054_at	CEBPG	Hs.429666
10540_at	DCTN2	Hs.289123
10541_at	ANP32B	Hs.715547
10542_at	HBXIP	Hs.439815
10544_at	PROCR	Hs.647450
10548_at	TM9SF1	Hs.91586
10549_at	PRDX4	Hs.83383
10550_at	ARL6IP5	Hs.518060; Hs.716493
10551_at	AGR2	Hs.530009
10552_at	ARPC1A	Hs.124126
10553_at	HTATIP2	Hs.90753
10554_at	AGPAT1	Hs.409230
10555_at	AGPAT2	Hs.320151
10556_at	RPP30	Hs.139120
10557_at	RPP38	Hs.94986
10558_at	SPTLC1	Hs.90458
10559_at	SLC35A1	Hs.423163
1056_at	CEL	Hs.533258
10560_at	SLC19A2	Hs.30246
10561_at	IFI44	Hs.82316
10562_at	OLFM4	Hs.508113
10563_at	CXCL13	Hs.100431
10564_at	ARFGEF2	Hs.62578
10565_at	ARFGEF1	Hs.656902
10566_at	AKAP3	Hs.98397
10567_at	RABAC1	Hs.11417
10568_at	SLC34A2	Hs.479372
10569_at	SLU7	Hs.435342
1057_at	CELP	Hs.533258; Hs.654361
10570_at	DPYSL4	Hs.100058
10572_at	SIVA1	Hs.112058
10573_at	MRPL28	Hs.513230
10574_at	CCT7	Hs.368149
10575_at	CCT4	Hs.421509
10576_at	CCT2	Hs.189772
10577_at	NPC2	Hs.433222
10578_at	GNLY	Hs.105806
10579_at	TACC2	Hs.501252; Hs.713875
1058_at	CENPA	Hs.1594
10580_at	SORBS1	Hs.719081
10581_at	IFITM2	Hs.709321
10584_at	COLEC10	Hs.176615
10585_at	POMT1	Hs.522449
10586_at	MAB21L2	Hs.584852
10587_at	TXNRD2	Hs.443430
10588_at	MTHFS	Hs.459049
10589_at	DRAP1	Hs.356742; Hs.381222
1059_at	CENPB	Hs.516855; Hs.713340
10590_at	SCGN	Hs.116428
10591_at	C6orf108	Hs.109752
10592_at	SMC2	Hs.119023
10594_at	PRPF8	Hs.181368
10595_at	ERN2	Hs.592041
10598_at	AHSA1	Hs.204041
10599_at	SLCO1B1	Hs.449738
1060_at	CENPC1	Hs.479867
10600_at	USP16	Hs.99819
10602_at	CDC42EP3	Hs.369574
10603_at	SH2B2	Hs.489448
10606_at	PAICS	Hs.518774; Hs.709570
10607_at	TBL3	Hs.513267
10608_at	MXD4	Hs.655020
10609_at	SC65	Hs.446459
10610_at	ST6GALNAC2	Hs.592105
10611_at	PDLIM5	Hs.480311
10612_at	TRIM3	Hs.591992
10613_at	ERLIN1	Hs.150087
10614_at	HEXIM1	Hs.586945; Hs.634944; Hs.716487
10615_at	SPAG5	Hs.514033
10616_at	RBCK1	Hs.247280
10617_at	STAMBP	Hs.469018; Hs.657598
10618_at	TGOLN2	Hs.593382
1062_at	CENPE	Hs.75573
10621_at	POLR3F	Hs.472227
10622_at	POLR3G	Hs.282387
10623_at	POLR3C	Hs.591457
10625_at	IVNS1ABP	Hs.497183
10627_at	MYL12A	Hs.190086
10628_at	TXNIP	Hs.533977; Hs.715525
10629_at	TAF6L	Hs.714400
1063_at	CENPF	Hs.497741
10630_at	PDPN	Hs.468675
10631_at	POSTN	Hs.136348
10632_at	ATP5L	Hs.486360
10633_at	RASL10A	Hs.73088
10634_at	GAS2L1	Hs.322852
10635_at	RAD51AP1	Hs.719194
10636_at	RGS14	Hs.9347
10637_at	LEFTY1	Hs.656214
10638_at	SPHAR	Hs.716553
10640_at	EXOC5	Hs.715522
10641_at	TUSC4	Hs.437083
10642_at	IGF2BP1	Hs.144936
10643_at	IGF2BP3	Hs.700696
10644_at	IGF2BP2	Hs.35354
10645_at	CAMKK2	Hs.297343
10647_at	SCGB1D2	Hs.204096
10648_at	SCGB1D1	Hs.202686
10650_at	SLMO1	Hs.514718
10651_at	MTX2	Hs.470728
10652_at	YKT6	Hs.520794
10653_at	SPINT2	Hs.31439
10654_at	PMVK	Hs.30954
10655_at	DMRT2	Hs.59506
10656_at	KHDRBS3	Hs.444558
10657_at	KHDRBS1	Hs.709204
10658_at	CUGBP1	Hs.632137
10659_at	CUGBP2	Hs.309288
10660_at	LBX1	Hs.37128
10661_at	KLF1	Hs.37860
10663_at	CXCR6	Hs.34526
10664_at	CTCF	Hs.368367
10665_at	C6orf10	Hs.567414
10666_at	CD226	Hs.660130
10667_at	FARS2	Hs.484547
10668_at	CGRRF1	Hs.59106
10669_at	CGREF1	Hs.159525
10670_at	RRAGA	Hs.432330
10671_at	DCTN6	Hs.146585
10672_at	GNA13	Hs.515018
10673_at	TNFSF13B	Hs.525157; Hs.596110
10675_at	CSPG5	Hs.45127
10677_at	AVIL	Hs.584854
10678_at	B3GNT2	Hs.173203
1068_at	CETN1	Hs.122511
10681_at	GNB5	Hs.155090
10682_at	EBP	Hs.30619
10683_at	DLL3	Hs.127792
10686_at	CLDN16	Hs.251391
10687_at	PNMA2	Hs.591838
1069_at	CETN2	Hs.82794
10690_at	FUT9	Hs.49117
10691_at	GMEB1	Hs.632373
10692_at	RRH	Hs.658310
10693_at	CCT6B	Hs.73072
10694_at	CCT8	Hs.125113
10695_at	CNPY3	Hs.414099
10699_at	CORIN	Hs.518618
107_at	ADCY1	Hs.192215
1070_at	CETN3	Hs.591767
1071_at	CETP	Hs.89538
10712_at	FAM189B	Hs.348308
10713_at	USP39	Hs.654745
10714_at	POLD3	Hs.82502
10715_at	LASS1	Hs.412355
10716_at	TBR1	Hs.210862
10717_at	AP4B1	Hs.515048
1072_at	CFL1	Hs.170622
10721_at	POLQ	Hs.241517
10723_at	SLC12A7	Hs.172613
10724_at	MGEA5	Hs.500842
10725_at	NFAT5	Hs.371987
10726_at	NUDC	Hs.263812
10728_at	PTGES3	Hs.50425
1073_at	CFL2	Hs.180141
10730_at	YME1L1	Hs.499145; Hs.74647
10732_at	TCFL5	Hs.126248
10733_at	PLK4	Hs.172052
10734_at	STAG3	Hs.592283
10735_at	STAG2	Hs.496710; Hs.624663
10736_at	SIX2	Hs.101937
10737_at	RFPL3S	Hs.274285
10738_at	RFPL3	Hs.558455
10739_at	RFPL2	Hs.157427
10740_at	RFPL1S	Hs.648249; Hs.716569; Hs.716606
10741_at	RBBP9	Hs.69330
10742_at	RAI2	Hs.446680
10743_at	RAI1	Hs.655395
10744_at	PTTG2	Hs.668806
10745_at	PHTF1	Hs.655824
10746_at	MAP3K2	Hs.145605
10747_at	MASP2	Hs.655645
10748_at	KLRA1	Hs.159297
10749_at	KIF1C	Hs.435120
1075_at	CTSC	Hs.128065; Hs.706874
10750_at	GRAP	Hs.567416
10752_at	CHL1	Hs.148909
10753_at	CAPN9	Hs.498021
10755_at	GIPC1	Hs.655012
10758_at	TRAF3IP2	Hs.654708
10761_at	PLAC1	Hs.496811
10762_at	NUP50	Hs.715672
10763_at	NES	Hs.527971
10765_at	KDM5B	Hs.443650
10766_at	TOB2	Hs.719120
10767_at	HBS1L	Hs.378532
10768_at	AHCYL1	Hs.705418
10769_at	PLK2	Hs.398157; Hs.658132
10771_at	ZMYND11	Hs.292265
10772_at	FUSIP1	Hs.3530; Hs.652334
10773_at	ZBTB6	Hs.654596
10775_at	POP4	Hs.412870
10776_at	ARPP19	Hs.512908
10777_at	ARPP-21	Hs.475902; Hs.713605
10778_at	ZNF271	Hs.718598; Hs.718962
10781_at	ZNF266	Hs.656185
10782_at	ZNF274	Hs.658497; Hs.83761
10783_at	NEK6	Hs.197071
10785_at	WDR4	Hs.248815
10786_at	SLC17A3	Hs.327179
10787_at	NCKAP1	Hs.603732
10788_at	IQGAP2	Hs.291030
10791_at	VAMP5	Hs.534373
10793_at	ZNF273	Hs.520889
10794_at	ZNF460	Hs.99971
10797_at	MTHFD2	Hs.469030
10798_at	OR5I1	Hs.533706
10799_at	RPP40	Hs.511756
108_at	ADCY2	Hs.481545
1080_at	CFTR	Hs.489786; Hs.621460; Hs.661104
10800_at	CYSLTR1	Hs.201300
10801_at	Sep-09	Hs.440932
10802_at	SEC24A	Hs.595540
10803_at	CCR9	Hs.225946
10804_at	GJB6	Hs.511757; Hs.716216
10806_at	SDCCAG8	Hs.591530
10807_at	SDCCAG3	Hs.94300
10808_at	HSPH1	Hs.36927
10809_at	STARD10	Hs.188606
1081_at	CGA	Hs.119689
10810_at	WASF3	Hs.635221
10811_at	NOXA1	Hs.495554
10813_at	UTP14A	Hs.458598
10814_at	CPLX2	Hs.193235
10815_at	CPLX1	Hs.478930
10817_at	FRS3	Hs.194208
10818_at	FRS2	Hs.593446
10825_at	NEU3	Hs.191074
10826_at	C5orf4	Hs.519694; Hs.713175
10827_at	FAM114A2	Hs.166551
10838_at	ZNF275	Hs.348963
1084_at	CEACAM3	Hs.11
10840_at	ALDH1L1	Hs.434435
10841_at	FTCD	Hs.415846
10842_at	C7orf16	Hs.227011
10844_at	TUBGCP2	Hs.523370
10845_at	CLPX	Hs.113823
10846_at	PDE10A	Hs.348762
10847_at	SRCAP	Hs.647334
10848_at	PPP1R13L	Hs.466937
10849_at	CD3EAP	Hs.710495
10850_at	CCL27	Hs.648124
10855_at	HPSE	Hs.44227
10856_at	RUVBL2	Hs.515846
10857_at	PGRMC1	Hs.90061
10858_at	CYP46A1	Hs.25121
10859_at	LILRB1	Hs.667388
10861_at	SLC26A1	Hs.658244
10863_at	ADAM28	Hs.174030
10864_at	SLC22A7	Hs.485438
10865_at	ARID5A	Hs.920
10866_at	HCP5	Hs.654480
10867_at	TSPAN9	Hs.504517
10868_at	USP20	Hs.5452
10869_at	USP19	Hs.255596
1087_at	CEACAM7	Hs.74466
10870_at	HCST	Hs.117339
10871_at	CD300C	Hs.2605
10873_at	ME3	Hs.199743
10874_at	NMU	Hs.418367
10875_at	FGL2	Hs.520989
10876_at	FAM12A	Hs.304757
10879_at	SMR3B	Hs.650650
1088_at	CEACAM8	Hs.41
10880_at	ACTL7B	Hs.534390
10881_at	ACTL7A	Hs.123530
10882_at	C1QL1	Hs.134012
10884_at	MRPS30	Hs.124165
10885_at	WDR3	Hs.310809
10886_at	NPFFR2	Hs.99231
10888_at	GPR83	Hs.272385
1089_at	CEACAM4	Hs.12
10890_at	RAB10	Hs.467960; Hs.643072
10891_at	PPARGC1A	Hs.527078
10892_at	MALT1	Hs.601217
10893_at	MMP24	Hs.715494
10894_at	LYVE1	Hs.655332; Hs.708807
10896_at	OCLM	Hs.679230
10897_at	YIF1A	Hs.446445
10898_at	CPSF4	Hs.489287
10899_at	JTB	Hs.6396
109_at	ADCY3	Hs.467898
10900_at	RUNDC3A	Hs.500197
10902_at	BRD8	Hs.519337
10903_at	MTMR11	Hs.425144
10904_at	BLCAP	Hs.472651; Hs.718404
10905_at	MAN1A2	Hs.435938
10906_at	TRAFD1	Hs.5148
10907_at	TXNL4A	Hs.465498
10908_at	PNPLA6	Hs.631863
10910_at	SUGT1	Hs.281902
10911_at	UTS2	Hs.715862
10912_at	GADD45G	Hs.9701
10913_at	EDAR	Hs.171971
10914_at	PAPOLA	Hs.719187
10915_at	TCERG1	Hs.443465
10916_at	MAGED2	Hs.522665
10917_at	BTNL3	Hs.225949
10919_at	EHMT2	Hs.709218
10920_at	COPS8	Hs.531713
10921_at	RNPS1	Hs.355643
10922_at	FASTK	Hs.647094
10923_at	SUB1	Hs.229641; Hs.644972
10924_at	SMPDL3A	Hs.486357
10926_at	DBF4	Hs.485380
10927_at	SPIN1	Hs.146804
10928_at	RALBP1	Hs.528993; Hs.719181
10929_at	SFRS2B	Hs.476680; Hs.713908
10930_at	APOBEC2	Hs.555915
10933_at	MORF4L1	Hs.374503
10935_at	PRDX3	Hs.523302; Hs.604267
10936_at	GPR75	Hs.40763
10938_at	EHD1	Hs.523774; Hs.710868
10939_at	AFG3L2	Hs.528996
10942_at	PRSS21	Hs.72026
10943_at	MSL3	Hs.655288
10944_at	C11orf58	Hs.719128
10945_at	KDELR1	Hs.515515
10946_at	SF3A3	Hs.77897
10947_at	AP3M2	Hs.654529
10948_at	STARD3	Hs.77628
10949_at	HNRNPA0	Hs.645902; Hs.96996
10950_at	BTG3	Hs.473420
10952_at	SEC61B	Hs.191887
10953_at	TOMM34	Hs.517066
10954_at	PDIA5	Hs.477352
10955_at	SERINC3	Hs.272168; Hs.696043
10956_at	OS9	Hs.527861
10957_at	PNRC1	Hs.703798; Hs.75969
10959_at	TMED2	Hs.592682; Hs.75914
10960_at	LMAN2	Hs.75864
10961_at	ERP29	Hs.75841
10962_at	MLLT11	Hs.75823
10963_at	STIP1	Hs.337295
10964_at	IFI44L	Hs.389724
10966_at	RAB40B	Hs.484068
10969_at	EBNA1BP2	Hs.346868
10970_at	CKAP4	Hs.714862; Hs.74368
10972_at	TMED10	Hs.74137
10973_at	ASCC3	Hs.486031
10974_at	C10orf116	Hs.642660; Hs.714477
10975_at	UQCR	Hs.8372
10978_at	CLP1	Hs.523687
10979_at	FERMT2	Hs.509343
10980_at	COPS6	Hs.15591
10981_at	RAB32	Hs.287714
10982_at	MAPRE2	Hs.532824
10983_at	CCNI	Hs.518827
10985_at	GCN1L1	Hs.298716
10987_at	COPS5	Hs.491912
10988_at	METAP2	Hs.444986
10989_at	IMMT	Hs.148559
10990_at	LILRB5	Hs.655338
10991_at	SLC38A3	Hs.76460
10992_at	SF3B2	Hs.406423
10993_at	SDS	Hs.439023
10994_at	ILVBL	Hs.78880
10998_at	SLC27A5	Hs.292177
10999_at	SLC27A4	Hs.656699
11000_at	SLC27A3	Hs.438723
11001_at	SLC27A2	Hs.11729
11004_at	KIF2C	Hs.69360
11005_at	SPINK5	Hs.331555
11006_at	LILRB4	Hs.67846
11007_at	CCDC85B	Hs.66713
11009_at	IL24	Hs.58831; Hs.719320
1101_at	CHAD	Hs.97220
11010_at	GLIPR1	Hs.205558
11011_at	TLK2	Hs.445078
11012_at	KLK11	Hs.57771
11013_at	TMSB15A	Hs.56145
11014_at	KDELR2	Hs.654552; Hs.705873
11015_at	KDELR3	Hs.528305
11016_at	ATF7	Hs.12286
11017_at	SNRNP27	Hs.54649
11018_at	TMED1	Hs.515139
11019_at	LIAS	Hs.550502
1102_at	RCBTB2	Hs.657385
11020_at	RABL4	Hs.415172
11021_at	RAB35	Hs.524788; Hs.719173
11022_at	TDRKH	Hs.144439
11024_at	LILRA1	Hs.710507
11025_at	LILRB3	Hs.631592; Hs.688335
11026_at	LILRA3	Hs.113277
11027_at	LILRA2	Hs.655593
1103_at	CHAT	Hs.302002
11030_at	RBPMS	Hs.334587
11031_at	RAB31	Hs.714730; Hs.99528
11033_at	ADAP1	Hs.644629
11034_at	DSTN	Hs.304192; Hs.705996
11035_at	RIPK3	Hs.268551
11036_at	GTF2A1L	Hs.44385
11037_at	STON1	Hs.44385
11040_at	PIM2	Hs.719294
11041_at	B3GNT1	Hs.8526
11043_at	MID2	Hs.12256
11044_at	POLS	Hs.481542
11045_at	UPK1A	Hs.159309
11046_at	SLC35D2	Hs.494556
11047_at	ADRM1	Hs.90107
1105_at	CHD1	Hs.643465
11051_at	NUDT21	Hs.528834
11052_at	CPSF6	Hs.369606
11054_at	OGFR	Hs.67896
11055_at	ZPBP	Hs.388841
11056_at	DDX52	Hs.590937
11057_at	ABHD2	Hs.122337; Hs.705984
11059_at	WWP1	Hs.655189
1106_at	CHD2	Hs.220864
11060_at	WWP2	Hs.408458
11061_at	LECT1	Hs.421391
11062_at	DUS4L	Hs.97627
11063_at	SOX30	Hs.716685
11064_at	CEP110	Hs.653263
11065_at	UBE2C	Hs.93002
11066_at	SNRNP35	Hs.632738
11067_at	C10orf10	Hs.93675
11068_at	CYB561D2	Hs.149443
11069_at	RAPGEF4	Hs.470646
1107_at	CHD3	Hs.25601
11070_at	TMEM115	Hs.91566
11072_at	DUSP14	Hs.91448
11073_at	TOPBP1	Hs.53454
11074_at	TRIM31	Hs.493275
11075_at	STMN2	Hs.521651
11076_at	TPPP	Hs.481466
11077_at	HSF2BP	Hs.406157
11078_at	TRIOBP	Hs.533030
11079_at	RER1	Hs.719104
1108_at	CHD4	Hs.162233
11080_at	DNAJB4	Hs.13852
11081_at	KERA	Hs.125750
11082_at	ESM1	Hs.129944
11083_at	DIDO1	Hs.517172
11085_at	ADAM30	Hs.283011
11086_at	ADAM29	Hs.126838
1109_at	AKR1C4	Hs.567245
11091_at	WDR5	Hs.397638
11092_at	C9orf9	Hs.62595
11093_at	ADAMTS13	Hs.131433
11094_at	C9orf7	Hs.62003
11095_at	ADAMTS8	Hs.271605
11096_at	ADAMTS5	Hs.58324
11097_at	NUPL2	Hs.408241
11098_at	PRSS23	Hs.25338
11099_at	PTPN21	Hs.437040
11100_at	HNRNPUL1	Hs.155218; Hs.718642
11101_at	ATE1	Hs.632080
11102_at	RPP14	Hs.446320; Hs.700016
11103_at	KRR1	Hs.645517
11104_at	KATNA1	Hs.450175
11105_at	PRDM7	Hs.406695
11107_at	PRDM5	Hs.666782; Hs.669312
11108_at	PRDM4	Hs.506655
1111_at	CHEK1	Hs.24529
11112_at	HIBADH	Hs.406758
11113_at	CIT	Hs.119594
11116_at	FGFR1OP	Hs.487175
11117_at	EMILIN1	Hs.63348
11118_at	BTN3A2	Hs.376046
11119_at	BTN3A1	Hs.191510; Hs.628564
1112_at	FOXN3	Hs.434286; Hs.621371
11120_at	BTN2A1	Hs.159028
11122_at	PTPRT	Hs.526879
11123_at	RCAN3	Hs.656799
11124_at	FAF1	Hs.530402
11126_at	CD160	Hs.488237; Hs.599034
11127_at	KIF3A	Hs.43670
11128_at	POLR3A	Hs.436896
11129_at	SFRS16	Hs.466917
1113_at	CHGA	Hs.150793
11130_at	ZWINT	Hs.591363
11131_at	CAPN11	Hs.225953
11132_at	CAPN10	Hs.112218
11133_at	KPTN	Hs.25441
11135_at	CDC42EP1	Hs.225356
11136_at	SLC7A9	Hs.719221
11137_at	PWP1	Hs.506652
11138_at	TBC1D8	Hs.442657
1114_at	CHGB	Hs.516874
11140_at	CDC37	Hs.160958
11141_at	IL1RAPL1	Hs.658912
11142_at	PKIG	Hs.472831
11144_at	DMC1	Hs.339396
11145_at	PLA2G16	Hs.502775
11146_at	GLMN	Hs.49105
11147_at	HHLA3	Hs.142245
11148_at	HHLA2	Hs.252351
11149_at	BVES	Hs.221660
11151_at	CORO1A	Hs.415067
11152_at	WDR45	Hs.632807
11153_at	FICD	Hs.661891
11154_at	AP4S1	Hs.293411
11155_at	LDB3	Hs.657271
11156_at	PTP4A3	Hs.43666
11157_at	LSM6	Hs.190520
1116_at	CHI3L1	Hs.382202
11160_at	ERLIN2	Hs.705490
11161_at	C14orf1	Hs.15106
11162_at	NUDT6	Hs.558459
11163_at	NUDT4	Hs.506325
11164_at	NUDT5	Hs.555956
11165_at	NUDT3	Hs.188882
11166_at	SOX21	Hs.187577
11167_at	FSTL1	Hs.269512
11168_at	PSIP1	Hs.658434
11169_at	WDHD1	Hs.385998
1117_at	CHI3L2	Hs.514840
11170_at	FAM107A	Hs.506357
11171_at	STRAP	Hs.719087
11172_at	INSL6	Hs.632648
11174_at	ADAMTS6	Hs.482291
11176_at	BAZ2A	Hs.314263
11177_at	BAZ1A	Hs.509140
11178_at	LZTS1	Hs.521432
11179_at	ZNF277	Hs.655904
1118_at	CHIT1	Hs.201688
11180_at	WDR6	Hs.654815
11181_at	TREH	Hs.129712
11182_at	SLC2A6	Hs.244378
11183_at	MAP4K5	Hs.130491
11184_at	MAP4K1	Hs.95424
11185_at	INMT	Hs.632629
11186_at	RASSF1	Hs.476270
11187_at	PKP3	Hs.534395
11188_at	NISCH	Hs.435290
11189_at	TNRC4	Hs.26047; Hs.623956
1119_at	CHKA	Hs.77221
11190_at	CEP250	Hs.443976
11193_at	WBP4	Hs.411300
11194_at	ABCB8	Hs.647118
11196_at	SEC23IP	Hs.435004
11197_at	WIF1	Hs.284122
11198_at	SUPT16H	Hs.213724
11199_at	ANXA10	Hs.188401
112_at	ADCY6	Hs.525401; Hs.694408
1120_at	CHKB	Hs.439777; Hs.654827
11201_at	POLI	Hs.438533
11202_at	KLK8	Hs.104570
1121_at	CHM	Hs.496449
11211_at	FZD10	Hs.31664
11212_at	PROSC	Hs.304792; Hs.608177
11213_at	IRAK3	Hs.369265
11214_at	AKAP13	Hs.459211; Hs.710656
11215_at	AKAP11	Hs.105105
11216_at	AKAP10	Hs.708043
11218_at	DDX20	Hs.591405
11219_at	TREX2	Hs.644635
1122_at	CHML	Hs.654545
11221_at	DUSP10	Hs.497822
11222_at	MRPL3	Hs.205163
11226_at	GALNT6	Hs.505575
11227_at	GALNT5	Hs.269027
11228_at	RASSF8	Hs.696433
1123_at	CHN1	Hs.654534
11230_at	PRAF2	Hs.29595
11231_at	SEC63	Hs.26904
11232_at	POLG2	Hs.437009
11234_at	HPS5	Hs.437599
11235_at	PDCD10	Hs.478150
11236_at	RNF139	Hs.492751
11237_at	RNF24	Hs.589884
11238_at	CA5B	Hs.653287
112398_at	EGLN2	Hs.515417
112399_at	EGLN3	Hs.135507
1124_at	CHN2	Hs.654611; Hs.654753; Hs.663145; Hs.710429
11240_at	PADI2	Hs.33455
11243_at	PMF1	Hs.530479
11244_at	ZHX1	Hs.612084
11245_at	GPR176	Hs.37196
112464_at	PRKCDBP	Hs.434044
11247_at	NXPH4	Hs.719394
112476_at	PRRT2	Hs.655071
112479_at	ERI2	Hs.248437
11248_at	NXPH3	Hs.55069
112483_at	SAT2	Hs.10846
112487_at	C14orf126	Hs.116014
11249_at	NXPH2	Hs.435019
11250_at	GPR45	Hs.590903
11251_at	GPR44	Hs.299567
11252_at	PACSIN2	Hs.162877
11253_at	MAN1B1	Hs.279881
11254_at	SLC6A14	Hs.522109
11255_at	HRH3	Hs.251399
112574_at	SNX18	Hs.432755; Hs.606166
11258_at	DCTN3	Hs.511768
11259_at	FILIP1L	Hs.104672
11260_at	XPOT	Hs.85951
112609_at	MRAP2	Hs.370055
11261_at	CHP	Hs.406234; Hs.706184
112611_at	RWDD2A	Hs.709686
112616_at	CMTM7	Hs.440494
11262_at	SP140	Hs.632549
11264_at	PXMP4	Hs.654857
11266_at	DUSP12	Hs.416216
11267_at	SNF8	Hs.127249
11270_at	NRM	Hs.519993
112703_at	FAM71E1	Hs.448941
11272_at	PRR4	Hs.408153
112724_at	RDH13	Hs.327631
11273_at	ATXN2L	Hs.460499
112744_at	IL17F	Hs.272295
11275_at	KLHL2	Hs.388668
112752_at	C14orf179	Hs.532626
11276_at	SYNRG	Hs.594647; Hs.655178
11277_at	TREX1	Hs.707026; Hs.713742
112770_at	C1orf85	Hs.202522
11278_at	KLF12	Hs.373857; Hs.592500
11279_at	KLF8	Hs.646614
1128_at	CHRM1	Hs.632119
11280_at	SCN11A	Hs.591657
112802_at	KRT71	Hs.660007
11281_at	POU6F2	Hs.137106
112812_at	FDX1L	Hs.654865
112817_at	DHDPSL	Hs.180346
11282_at	MGAT4B	Hs.567419
11283_at	CYP4F8	Hs.268554
11284_at	PNKP	Hs.78016
112840_at	WDR89	Hs.655666
112849_at	C14orf149	Hs.29706
11285_at	B4GALT7	Hs.455109
112858_at	TP53RK	Hs.440263
112869_at	CCDC101	Hs.655476
112885_at	PHF21B	Hs.254097
1129_at	CHRM2	Hs.535891
112936_at	VPS26B	Hs.334684
112937_at	GLB1L3	Hs.436178
112939_at	NACC1	Hs.531614
112942_at	CCDC104	Hs.264208
112950_at	MED8	Hs.301756
112970_at	KTI12	Hs.655082
113_at	ADCY7	Hs.513578
1130_at	LYST	Hs.532411
113000_at	RPUSD1	Hs.101742
113026_at	PLCD3	Hs.380094
11309_at	SLCO2B1	Hs.7884
113091_at	PTH2	Hs.339845
1131_at	CHRM3	Hs.7138
11311_at	VPS45	Hs.443750
113115_at	FAM54A	Hs.121536
11313_at	LYPLA2	Hs.533479
113130_at	CDCA5	Hs.434886
11314_at	CD300A	Hs.9688
113146_at	AHNAK2	Hs.441783
11315_at	PARK7	Hs.419640
11316_at	COPE	Hs.10326
11317_at	RBPJL	Hs.248217
113174_at	SAAL1	Hs.591998
113177_at	C19orf36	Hs.424049
113178_at	SCAMP4	Hs.144980
113179_at	ADAT3	Hs.144980
11318_at	GPR182	Hs.483909
113189_at	CHST14	Hs.442449
11319_at	ECD	Hs.631822
1132_at	CHRM4	Hs.248100
11320_at	MGAT4A	Hs.177576
113201_at	CASC4	Hs.512867
11321_at	GPN1	Hs.18259
11322_at	TMC6	Hs.632227
113220_at	KIF12	Hs.28149
113230_at	LOC113230	Hs.372775
113235_at	SLC46A1	Hs.446689
113246_at	C12orf57	Hs.405913; Hs.591045
11325_at	DDX42	Hs.702010
113251_at	LARP4	Hs.26613
11326_at	VSIG4	Hs.8904
113263_at	GLCCI1	Hs.131673
113277_at	TMEM106A	Hs.567647
113278_at	C20orf54	Hs.283865
11329_at	STK38	Hs.409578
1133_at	CHRM5	Hs.584747
11330_at	CTRC	Hs.631869
11331_at	PHB2	Hs.504620
11332_at	ACOT7	Hs.126137
11333_at	PDAP1	Hs.632296
11334_at	TUSC2	Hs.517981
11335_at	CBX3	Hs.381189; Hs.706294
11336_at	EXOC3	Hs.481464
11337_at	GABARAP	Hs.647421
11338_at	U2AF2	Hs.528007
11339_at	OIP5	Hs.661645
1134_at	CHRNA1	Hs.434479
11340_at	EXOSC8	Hs.294041
113402_at	SFT2D1	Hs.487143
11341_at	SCRG1	Hs.7122
113419_at	TEX261	Hs.516087
11342_at	RNF13	Hs.12333; Hs.712766
11343_at	MGLL	Hs.277035
11344_at	TWF2	Hs.436439
113444_at	C1orf212	Hs.27160; Hs.595007; Hs.661594
11345_at	GABARAPL2	Hs.461379
113451_at	ADC	Hs.101807
113452_at	TMEM54	Hs.534521
1135_at	CHRNA2	Hs.57718
113510_at	HELQ	Hs.480101
113540_at	CMTM1	Hs.15159; Hs.698621; Hs.710181
1136_at	CHRNA3	Hs.89605
113612_at	CYP2U1	Hs.109087
113622_at	ADPRHL1	Hs.98669
113655_at	MFSD3	Hs.7678
113675_at	SDSL	Hs.337594
113691_at	MGC16703	Hs.585006
1137_at	CHRNA4	Hs.10734
113730_at	KLHDC7B	Hs.137007
113746_at	ODF3	Hs.350949
113763_at	C7orf29	Hs.655915
113791_at	PIK3IP1	Hs.26670
1138_at	CHRNA5	Hs.1614; Hs.719767
113802_at	C1orf59	Hs.7962
113828_at	FAM83F	Hs.197680
113829_at	SLC35A4	Hs.406840
113835_at	ZNF257	Hs.283900
113878_at	DTX2	Hs.187058
114_at	ADCY8	Hs.591859
1140_at	CHRNB1	Hs.330386
114026_at	ZIM3	Hs.348622
114034_at	TOE1	Hs.525091
114038_at	C21orf84	Hs.592161
114041_at	C21orf88	Hs.375120; Hs.718790; Hs.718922
114043_at	C21orf90	Hs.592163
114044_at	MCM3APAS	Hs.709346
114049_at	WBSCR22	Hs.647063
114088_at	TRIM9	Hs.654750
1141_at	CHRNB2	Hs.2306
114112_at	TXNRD3	Hs.477475
114131_at	UCN3	Hs.511775
114132_at	SIGLEC11	Hs.661852
114134_at	SLC2A13	Hs.558595
1142_at	CHRNB3	Hs.654576
114294_at	LACTB	Hs.410388
114299_at	PALM2	Hs.591908
1143_at	CHRNB4	Hs.624178
114327_at	EFHC1	Hs.403171
1144_at	CHRND	Hs.156289
1145_at	CHRNE	Hs.654535
114548_at	NLRP3	Hs.159483
114569_at	MAL2	Hs.201083
114571_at	SLC22A9	Hs.502772
1146_at	CHRNG	Hs.248101
114609_at	TIRAP	Hs.537126
114625_at	ERMAP	Hs.439437
114659_at	LRRC37B	Hs.514071
1147_at	CHUK	Hs.198998
114757_at	CYGB	Hs.95120
