ID	ORF	UniGeneHsID	GSM597452	GSM597453	GSM597454	GSM597469	GSM597470	
Label			P	P	P	NP	NP	
100129597_at	LOC100129597	NA	6.4	8.1	10.0	9.6	8.6	
100129602_at	NA	NA	8.4	9.5	23.0	9.2	8.4	
100129617_at	LOC100129617	Hs.657151	11.8	9.7	12.2	7.4	7.9	
100129624_at	NA	NA	266.3	270.7	212.3	238.5	279.1	
100129637_at	LOC100129637	Hs.123450	63.6	71.1	100.2	94.7	83.8	
100129656_at	LOC100129656	NA	14.6	11.6	18.1	20.7	18.0	
100129662_at	LOC100129662	Hs.571747	6.8	6.6	9.0	20.5	12.9	
100129665_at	NA	NA	4.3	6.4	15.4	7.3	10.2	
100129668_at	NA	NA	1141.0	1259.9	1259.5	1058.4	1218.1	
100129673_at	NA	NA	204.3	215.8	202.4	226.4	258.0	
100129686_at	NA	NA	13.2	24.3	11.6	8.0	19.2	
100129716_at	LOC100129716	Hs.116364	28.2	14.5	33.6	15.3	17.2	
100129726_at	LOC100129726	Hs.194480	8.0	14.1	15.4	10.3	13.5	
100129762_at	NA	NA	124.2	106.6	69.3	86.9	104.6	
100129792_at	CCDC152	Hs.718521	48.5	47.2	43.2	28.5	40.2	
100129794_at	LOC100129794	NA	284.3	312.7	447.1	234.3	268.6	
100129827_at	LOC100129827	Hs.246769	17.6	15.2	11.4	15.1	14.9	
100129828_at	NA	NA	5.3	7.3	7.0	6.4	6.6	
100129837_at	NA	NA	84.7	68.7	49.0	107.2	81.3	
100129845_at	LOC100129845	Hs.714123	78.3	119.5	147.9	101.3	73.7	
100129857_at	LOC100129857	NA	4.6	5.6	6.2	5.6	5.1	
100129858_at	LOC100129858	Hs.660477	85.7	118.5	97.9	56.1	94.2	
100129865_at	NA	NA	470.9	541.9	479.6	465.1	500.4	
100129890_at	LOC100129890	Hs.536620	79.4	134.4	111.2	131.9	112.0	
100129895_at	LOC100129895	Hs.676041	45.0	117.1	111.9	71.4	61.9	
100129905_at	RPS27P19	NA	5.6	8.4	8.6	8.8	6.4	
100129907_at	LOC100129907	NA	52.0	38.3	35.7	32.3	14.5	
100129932_at	LOC100129932	NA	38.6	33.9	41.1	13.9	47.0	
100129951_at	NA	NA	47.1	45.2	52.4	47.6	62.7	
100129960_at	LOC100129960	NA	15.2	12.1	12.3	10.8	10.1	
100129965_at	NA	NA	106.7	171.1	173.9	133.4	127.2	
100129969_at	LOC100129969	Hs.571602	11.9	12.9	9.0	25.5	10.9	
100129973_at	LOC100129973	Hs.569494	10.8	20.8	18.3	31.3	15.3	
100129988_at	LOC100129988	Hs.669312	6.7	7.7	10.2	8.0	7.3	
100130054_at	LOC100130054	Hs.207074	6.6	6.8	5.6	6.7	6.9	
100130089_at	NA	NA	87.8	79.0	86.5	102.3	66.2	
100130100_at	LOC100130100	NA	28.8	25.7	20.9	33.2	24.2	
100130123_at	LOC100130123	Hs.652429	1154.9	1032.0	1185.3	1171.8	1224.2	
100130130_at	NA	NA	878.7	1073.5	814.7	741.3	812.9	
100130134_at	LOC100130134	NA	4.4	5.9	4.9	4.5	4.6	
100130212_at	NA	NA	50.6	78.7	59.0	88.6	62.4	
100130219_at	LOC100130219	Hs.410355	42.9	42.8	38.9	34.8	23.8	
100130229_at	NA	NA	11.1	11.5	7.8	18.7	9.7	
100130232_at	LOC100130232	Hs.656046	10.8	7.9	11.8	10.8	9.2	
100130262_at	LOC100130262	NA	32.2	33.7	35.4	30.3	31.9	
100130291_at	NA	NA	61.0	68.4	79.2	87.1	78.8	
100130322_at	GAFA2	Hs.675726	5.6	7.6	5.3	7.0	6.4	
100130332_at	NA	NA	159.2	89.3	113.2	117.2	85.4	
100130344_at	LOC100130344	NA	6.5	7.4	6.5	6.4	9.4	
100130348_at	LOC100130348	NA	345.7	414.0	414.2	382.9	321.6	
100130349_at	NA	NA	11.3	11.4	9.6	13.2	14.3	
100130356_at	NA	NA	20.0	21.5	11.0	24.9	16.9	
100130360_at	LOC100130360	NA	33.6	39.5	61.9	42.4	16.6	
100130389_at	NA	NA	14.1	13.0	11.3	12.2	24.1	
100130423_at	NA	NA	5.4	7.2	9.8	6.5	7.5	
100130426_at	RP11-470P4.2	Hs.662256	17.0	22.4	20.3	21.9	21.7	
100130428_at	UNQ565	Hs.661469	15.1	16.9	22.3	18.5	16.5	
100130449_at	PP14571	Hs.655753	14.4	16.8	13.1	15.0	16.5	
100130452_at	LOC100130452	Hs.591625	8.5	8.2	9.6	16.1	7.9	
100130458_at	LOC100130458	Hs.571600	4.8	4.8	5.9	5.1	5.2	
100130464_at	NA	NA	22.2	25.1	24.2	20.0	25.5	
100130494_at	LOC100130494	NA	25.7	24.2	26.5	22.3	19.8	
100130502_at	LOC100130502	Hs.436392	4.7	4.9	5.0	4.6	4.5	
100130503_at	LOC100130503	NA	4.1	4.3	4.9	4.3	4.0	
100130536_at	NA	NA	138.6	103.9	70.9	94.1	90.1	
100130541_at	NA	NA	96.0	73.0	51.8	60.5	80.6	
100130544_at	NA	NA	27.0	25.4	62.5	27.3	30.8	
100130548_at	LOC100130548	Hs.671096	8.6	7.9	9.5	7.4	7.0	
100130557_at	LOC100130557	Hs.233458	8.7	6.7	7.1	8.3	7.2	
100130598_at	NA	NA	16.7	15.8	25.4	11.5	14.4	
100130609_at	PP12708	Hs.684470	5.4	5.6	8.4	6.0	6.9	
100130613_at	CXorf64	Hs.130370	17.6	23.5	24.5	21.5	16.0	
100130624_at	RPL15P22	NA	114.8	107.1	86.1	94.4	102.1	
100130633_at	LOC100130633	NA	787.5	718.6	652.4	601.2	576.0	
100130672_at	NA	NA	92.2	47.5	57.6	89.4	81.9	
100130700_at	LOC100130700	Hs.97712	8.2	8.1	8.3	10.2	7.6	
100130703_at	NA	NA	7.7	5.5	4.2	12.2	5.8	
100130733_at	LRRC70	Hs.482269	545.1	343.9	599.1	587.5	568.3	
100130740_at	LOC100130740	Hs.660088	10.0	10.5	10.9	9.8	11.5	
100130744_at	LOC100130744	Hs.660550	6.0	7.6	5.6	6.4	5.0	
100130776_at	hCG_2014417	Hs.656080	73.9	51.2	87.8	71.3	91.9	
100130797_at	LOC100130797	Hs.711049	29.8	30.7	32.3	27.4	25.4	
100130816_at	NA	NA	13.2	13.7	12.7	12.5	17.3	
100130840_at	LOC100130840	NA	35.9	43.0	38.0	33.2	36.6	
100130862_at	NA	NA	511.6	432.1	399.0	535.1	422.6	
100130868_at	NA	NA	5.9	6.9	14.1	7.6	4.7	
100130885_at	NA	NA	77.2	87.7	43.1	47.1	34.8	
100130905_at	LOC100130905	Hs.712763	11.7	10.0	9.2	10.1	10.5	
100130938_at	LOC100130938	Hs.710069	66.9	65.1	41.2	70.5	145.3	
100130958_at	LOC100130958	Hs.635157	117.2	111.5	98.1	154.0	106.8	
100130964_at	LOC100130964	Hs.181129	4.8	4.6	5.2	5.5	5.8	
100130967_at	LOC100130967	NA	16.0	16.7	22.4	19.3	20.3	
100130979_at	NA	NA	5.3	5.6	6.9	5.9	5.8	
100130992_at	LOC100130992	NA	11.6	12.0	10.1	6.0	8.7	
100130998_at	LOC100130998	Hs.692393	5.9	5.5	8.3	5.7	6.6	
100131005_at	NA	NA	145.7	221.1	163.5	249.2	197.2	
100131014_at	LOC100131014	NA	6.4	6.5	9.2	6.6	6.3	
100131015_at	LOC100131015	Hs.657033	85.9	138.7	131.0	95.6	80.8	
100131017_at	ZNF316	Hs.112668	307.4	269.5	437.6	349.8	322.1	
100131040_at	NA	NA	17.1	20.1	16.7	18.5	16.9	
100131056_at	NA	NA	15.7	49.0	76.2	18.2	16.6	
100131081_at	NA	NA	13.3	20.6	16.2	16.9	19.2	
100131093_at	NA	NA	2294.7	2226.1	1697.7	1289.3	1259.2	
100131096_at	LOC100131096	Hs.635442; Hs.710226	100.4	141.3	176.8	127.2	132.0	
100131110_at	NA	NA	75.2	85.8	69.4	100.6	101.6	
100131112_at	LOC100131112	Hs.490892	25.3	15.7	28.1	11.9	19.6	
100131138_at	LOC100131138	Hs.152129	24.1	39.7	22.5	26.1	39.0	
100131141_at	LOC100131141	NA	103.2	224.1	161.3	154.0	134.9	
100131164_at	NA	NA	42.2	222.8	88.9	84.7	108.4	
100131177_at	NA	NA	13.0	16.5	18.4	11.3	12.9	
100131187_at	TSTD1	Hs.517293	681.9	371.5	651.9	894.4	432.0	
100131211_at	TMEM194B	Hs.659824	85.0	124.2	144.6	109.2	90.3	
100131213_at	C10orf41	Hs.534598; Hs.599628	18.7	20.8	18.9	18.6	17.1	
100131226_at	NA	NA	27.9	23.5	39.2	16.6	25.1	
100131227_at	GAFA1	Hs.713290	8.3	4.4	5.2	7.1	5.1	
100131283_at	LOC100131283	Hs.664979	13.8	8.6	74.0	14.0	9.4	
100131298_at	LOC100131298	Hs.621363	4.8	4.3	4.2	4.8	4.4	
100131311_at	LOC100131311	Hs.632486	19.4	15.6	15.1	11.2	12.6	
100131345_at	NA	NA	10.6	8.0	12.6	7.4	16.0	
100131347_at	LOC100131347	NA	35.1	39.9	33.0	31.1	36.8	
100131354_at	LOC100131354	Hs.675317	9.0	8.1	6.5	24.3	35.3	
100131366_at	LOC100131366	Hs.147881	5.5	6.8	6.3	7.9	4.8	
100131402_at	NA	NA	258.3	300.5	177.5	272.6	233.2	
100131413_at	NA	NA	4.2	4.4	5.7	4.8	3.9	
100131414_at	LOC100131414	NA	41.0	35.1	42.0	48.9	38.3	
100131435_at	LOC100131435	NA	6.5	7.2	8.8	6.8	8.9	
100131455_at	LOC100131455	NA	71.8	72.8	51.3	64.0	57.4	
100131480_at	LOC100131480	Hs.666361	5.1	4.3	5.5	5.7	5.2	
100131498_at	NA	NA	8.8	9.9	6.6	7.7	9.3	
100131512_at	LOC100131512	NA	209.6	103.6	115.9	110.2	104.2	
100131556_at	LOC100131556	NA	4319.3	4318.8	3415.9	3801.2	3850.4	
100131561_at	FKSG29	NA	5.6	5.6	6.0	6.6	6.3	
100131564_at	LOC100131564	Hs.648647	60.7	62.0	56.3	58.2	55.3	
100131601_at	LOC100131601	Hs.479747; Hs.711220	8.2	18.6	15.3	19.3	19.3	
100131613_at	LOC100131613	Hs.621361	4.9	5.5	6.5	5.6	5.1	
100131637_at	NA	NA	48.9	52.6	53.2	53.7	54.3	
100131642_at	LOC100131642	Hs.680766	5.8	5.6	7.1	4.8	5.7	
100131644_at	NA	NA	3.5	3.6	4.1	4.8	3.8	
100131662_at	LOC100131662	Hs.585935	9.5	10.4	9.0	9.2	9.3	
100131664_at	NA	NA	45.6	59.2	48.3	47.6	35.3	
100131683_at	LOC100131683	Hs.442702	9.4	10.1	7.6	15.8	12.0	
100131721_at	LOC100131721	NA	26.1	34.1	27.0	27.6	26.3	
100131728_at	NA	NA	4.8	4.5	4.9	4.2	4.8	
100131731_at	NA	NA	61.7	65.3	163.8	117.9	125.6	
100131733_at	LOC100131733	Hs.660996	9.1	8.7	9.7	7.6	7.4	
100131801_at	LOC100131801	NA	5034.4	4905.0	3949.5	3791.8	4259.6	
100131816_at	UBE2DNL	Hs.460809	6.5	6.6	8.5	7.8	8.5	
100131827_at	ZNF717	Hs.556877	81.6	88.5	114.3	86.2	58.7	
100131864_at	LOC100131864	Hs.683883	5.5	5.8	6.2	4.6	5.3	
100131869_at	LOC100131869	Hs.529989	9.2	11.0	7.5	9.2	7.8	
100131904_at	NA	NA	21.3	31.6	23.2	15.2	24.8	
100131914_at	NA	NA	114.3	70.0	29.9	39.4	87.7	
100131952_at	NA	NA	9.9	8.6	8.6	11.9	9.2	
100131989_at	NA	NA	677.5	659.7	844.7	837.3	811.8	
100131998_at	LOC100131998	Hs.709576	62.8	82.2	55.0	48.8	43.6	
100132051_at	LOC100132051	Hs.313142	6.5	5.8	6.8	6.9	6.0	
100132078_at	LOC100132078	Hs.672662	4.3	4.6	5.2	4.1	5.4	
100132129_at	NA	NA	222.4	246.7	254.7	285.4	267.9	
100132178_at	LOC100132178	NA	4.9	5.0	5.1	4.7	4.9	
100132234_at	LOC100132234	Hs.197435	4.9	5.1	4.8	6.0	5.4	
100132279_at	NA	NA	72.7	87.2	140.8	174.0	109.8	
100132299_at	NA	NA	265.6	83.1	67.3	152.7	73.3	
100132302_at	NA	NA	6.0	5.8	7.2	6.4	6.6	
100132319_at	LOC100132319	Hs.338851	171.7	220.6	126.3	479.7	283.5	
100132323_at	NA	NA	47.4	58.2	44.0	51.6	44.7	
100132341_at	C16orf67	NA	36.0	43.0	41.6	40.3	42.9	
100132356_at	hCG_2039148	Hs.649468	143.7	96.1	133.1	93.4	128.6	
100132369_at	LOC100132369	Hs.719460	36.0	33.5	30.6	35.5	42.8	
100132386_at	KRTAP4-9	Hs.307018; Hs.711926	6.1	6.6	7.5	7.2	6.3	
100132430_at	NA	NA	5679.1	5425.5	5716.5	5824.1	5624.6	
100132596_at	XGPY2	Hs.179675	4.8	5.6	5.4	5.6	5.7	
100132618_at	LOC100132618	Hs.633083	12.1	13.5	11.4	17.6	21.0	
100132625_at	LOC100132625	Hs.711757	83.9	50.7	89.9	95.5	50.3	
100132634_at	NA	NA	33.4	52.8	44.7	36.1	46.1	
100132661_at	LOC100132661	Hs.710925	4.6	4.4	4.7	4.0	4.2	
100132707_at	LOC100132707	Hs.586358	66.9	38.8	25.9	27.7	21.4	
100132739_at	NA	NA	29.9	30.0	29.8	28.5	31.1	
100132767_at	LOC100132767	NA	6.8	6.8	7.4	10.2	6.4	
100132833_at	NA	NA	237.1	215.0	339.3	229.0	269.8	
100132884_at	LOC100132884	Hs.535040	194.4	149.2	120.6	132.3	206.0	
100132894_at	NA	NA	10.3	4.8	10.9	33.4	10.5	
100132903_at	NA	NA	12.5	14.2	12.3	18.2	12.7	
100132911_at	DPH3B	NA	34.5	47.4	41.2	43.8	49.0	
100133019_at	LOC100133019	Hs.713766	8.2	8.1	8.1	8.4	8.8	
100133116_at	LOC100133116	NA	8.2	7.1	5.7	6.1	6.1	
100133142_at	LOC100133142	NA	38.1	38.6	35.5	30.9	35.2	
100133166_at	NA	NA	1756.1	1790.8	1367.5	1550.8	1352.1	
100133188_at	NA	NA	5884.1	5835.6	6286.1	9257.7	8535.3	
100133205_at	C6orf41	Hs.526951	6.4	5.3	7.8	8.4	6.4	
100133229_at	NA	NA	14.7	14.0	12.2	13.9	13.7	
100133233_at	NA	NA	9.5	12.6	12.3	16.0	16.3	
100133236_at	NA	NA	12.2	13.3	11.9	17.7	13.8	
100133276_at	NA	NA	3458.4	3332.7	3082.0	2822.8	3001.2	
100133311_at	LOC100133311	NA	36.0	36.3	35.6	41.2	37.5	
100133332_at	NA	NA	7.7	6.9	7.9	8.1	9.3	
10013_at	HDAC6	Hs.6764	586.1	706.2	681.5	673.3	648.7	
10014_at	HDAC5	Hs.438782	192.3	249.6	248.0	202.1	207.4	
10015_at	PDCD6IP	Hs.475896	839.6	748.7	977.1	932.8	896.2	
10016_at	PDCD6	Hs.50823	808.4	688.6	577.3	616.1	745.9	
10017_at	BCL2L10	Hs.283672	22.7	23.4	23.8	25.1	23.3	
10018_at	BCL2L11	Hs.469658	19.7	19.0	20.5	20.9	17.5	
10019_at	SH2B3	Hs.506784	585.0	551.8	378.9	515.9	538.3	
1001_at	CDH3	Hs.191842	165.1	62.6	108.7	58.4	98.2	
10020_at	GNE	Hs.5920	1086.5	1085.0	592.6	947.7	791.9	
10021_at	HCN4	Hs.86941	6.8	6.7	6.9	8.6	7.8	
10022_at	INSL5	Hs.251380	15.8	19.8	22.6	17.3	21.1	
10023_at	FRAT1	Hs.126057; Hs.715785	78.3	85.4	71.2	72.8	55.2	
10024_at	TROAP	Hs.524399	23.6	16.3	21.0	28.2	18.1	
10025_at	MED16	Hs.365207	180.3	182.9	234.1	208.3	206.7	
10026_at	PIGK	Hs.178305	1098.6	1016.1	1216.4	794.6	979.2	
1002_at	CDH4	Hs.473231; Hs.598638	28.5	37.0	28.9	19.3	24.4	
10036_at	CHAF1A	Hs.79018	111.9	88.8	92.7	107.1	120.0	
10038_at	PARP2	Hs.409412	881.6	958.8	978.9	810.5	851.7	
10039_at	PARP3	Hs.271742	112.1	97.0	121.5	128.2	99.2	
1003_at	CDH5	Hs.76206	2603.9	2409.1	2070.2	2395.8	2533.3	
10040_at	TOM1L1	Hs.153504	488.0	671.5	844.3	519.1	583.4	
10042_at	HMGXB4	Hs.588815	555.3	460.3	578.9	545.6	517.9	
10043_at	TOM1	Hs.474705	186.6	201.8	199.4	288.6	245.4	
10044_at	SH2D3C	Hs.306412	132.7	140.5	91.7	132.8	228.6	
10045_at	SH2D3A	Hs.439645	19.6	24.5	27.7	14.0	21.0	
10046_at	MAMLD1	Hs.20136	596.1	573.6	714.9	467.0	561.8	
10047_at	CST8	Hs.121602	7.1	7.8	7.8	10.4	6.8	
10048_at	RANBP9	Hs.708182	201.7	172.0	184.4	199.9	188.8	
10049_at	DNAJB6	Hs.593923; Hs.719116	1969.7	2125.9	1779.5	1908.6	1949.1	
1004_at	CDH6	Hs.171054	57.6	47.6	73.4	48.7	65.6	
10050_at	SLC17A4	Hs.282931	5.5	5.4	5.3	5.4	5.6	
10051_at	SMC4	Hs.58992	170.5	118.9	200.7	204.1	220.1	
10052_at	GJC1	Hs.532593; Hs.712052	28.5	21.3	21.6	18.9	30.9	
10053_at	AP1M2	Hs.18894	14.1	15.2	14.1	20.4	28.6	
10054_at	UBA2	Hs.631580	3701.2	3290.9	4887.2	4358.0	4785.7	
10055_at	SAE1	Hs.515500	647.5	673.8	555.7	642.3	662.0	
10056_at	FARSB	Hs.471452	1513.5	1767.9	1638.4	1722.9	1615.6	
10057_at	ABCC5	Hs.368563; Hs.719074	764.1	1028.3	1278.7	1021.1	961.4	
10058_at	ABCB6	Hs.107911	348.7	399.7	371.6	442.7	401.0	
10059_at	DNM1L	Hs.556296	348.3	391.9	489.8	461.8	452.1	
1005_at	CDH7	Hs.657522	75.1	145.3	71.0	18.7	62.4	
10060_at	ABCC9	Hs.446050	30.8	27.3	23.3	54.6	29.2	
10061_at	ABCF2	Hs.654958	186.6	181.0	171.8	177.8	203.5	
10062_at	NR1H3	Hs.438863; Hs.513522	1340.6	1720.9	1573.0	1862.1	1667.4	
10066_at	SCAMP2	Hs.458917	1729.5	1890.2	1263.8	1332.1	1145.8	
10067_at	SCAMP3	Hs.200600	1027.5	1186.8	814.8	979.1	926.3	
10068_at	IL18BP	Hs.591967	388.8	231.6	213.6	363.7	316.2	
10069_at	RWDD2B	Hs.716643	2243.2	2235.5	1724.1	1734.3	2076.0	
1006_at	CDH8	Hs.368322	11.8	12.6	12.1	14.0	14.1	
10071_at	MUC12	Hs.489355	16.9	19.4	13.1	16.1	24.1	
10072_at	DPP3	Hs.502914	205.2	214.5	176.8	308.8	192.6	
10073_at	SNUPN	Hs.21577	1003.0	989.9	993.2	764.7	722.4	
10075_at	HUWE1	Hs.136905	54.1	66.8	54.9	50.7	52.0	
10076_at	PTPRU	Hs.19718	62.4	95.0	127.7	98.0	78.4	
10077_at	TSPAN32	Hs.271954	55.0	80.3	74.8	96.7	68.7	
10078_at	TSSC4	Hs.523424	426.9	424.2	425.5	344.0	402.7	
10079_at	ATP9A	Hs.719117	2657.6	3042.1	2632.9	3251.2	3602.4	
1007_at	CDH9	Hs.272212	4.7	5.3	5.8	5.0	5.0	
10081_at	PDCD7	Hs.458596	1101.8	870.6	906.9	912.2	993.6	
10082_at	GPC6	Hs.444329; Hs.615434	51.0	103.0	92.2	67.0	42.8	
10083_at	USH1C	Hs.502072	5.6	6.2	6.5	5.8	7.2	
10084_at	PQBP1	Hs.534384	2306.1	2536.3	1803.6	1861.3	1965.8	
10085_at	EDIL3	Hs.482730	37.3	29.3	25.3	23.0	21.8	
10086_at	HHLA1	Hs.285026	5.7	7.2	11.3	8.0	7.9	
10087_at	COL4A3BP	Hs.270437	219.8	197.5	193.2	278.3	209.9	
10089_at	KCNK7	Hs.175218	37.8	44.6	61.7	35.5	43.4	
1008_at	CDH10	Hs.92489	19.9	24.2	14.0	10.5	11.7	
10090_at	UST	Hs.657370	352.5	421.7	457.2	265.3	249.2	
10092_at	ARPC5	Hs.518609	1630.3	1408.0	1461.1	1337.0	1219.8	
10093_at	ARPC4	Hs.323342	370.3	342.2	291.1	355.7	327.2	
10095_at	ARPC1B	Hs.489284	1987.7	1640.4	1154.3	1370.2	1568.0	
10096_at	ACTR3	Hs.433512	1409.5	1304.9	1220.8	1569.2	1547.6	
10097_at	ACTR2	Hs.643727; Hs.719274	927.3	718.0	728.6	896.9	786.3	
10098_at	TSPAN5	Hs.591706	872.5	892.4	746.5	514.0	627.5	
10099_at	TSPAN3	Hs.5062; Hs.716484	2543.4	2362.3	1827.9	2603.6	2192.4	
1009_at	CDH11	Hs.116471	928.5	792.6	662.1	671.7	515.0	
100_at	ADA	Hs.654536	231.8	189.4	244.1	217.8	308.1	
10100_at	TSPAN2	Hs.310458	162.5	79.5	76.6	109.4	117.3	
10101_at	NUBP2	Hs.256549	490.2	524.1	615.0	515.0	600.4	
10102_at	TSFM	Hs.632704	654.3	581.4	636.7	695.5	733.4	
10103_at	TSPAN1	Hs.38972	54.1	62.2	46.5	66.5	65.3	
10105_at	PPIF	Hs.381072	160.6	139.5	120.2	268.9	174.2	
10106_at	CTDSP2	Hs.524530	976.8	818.2	902.6	759.6	641.0	
10107_at	TRIM10	Hs.709483	8.4	8.9	8.9	8.8	9.4	
10109_at	ARPC2	Hs.529303	4242.5	4174.5	3717.1	4099.3	4037.3	
1010_at	CDH12	Hs.113684	10.3	6.8	7.3	7.0	6.7	
10110_at	SGK2	Hs.300863	29.9	46.1	36.5	249.0	151.4	
10111_at	RAD50	Hs.655835	191.6	344.0	301.6	306.0	318.2	
10112_at	KIF20A	Hs.718626	21.1	9.1	14.1	23.9	16.9	
10113_at	PREB	Hs.279784	622.4	662.7	567.3	1028.2	1092.0	
10114_at	HIPK3	Hs.201918	16.8	21.0	23.5	15.2	12.8	
10116_at	FEM1B	Hs.362733	184.0	116.2	125.7	159.1	103.3	
10117_at	ENAM	Hs.667018	10.4	13.8	13.8	9.7	11.5	
10120_at	ACTR1B	Hs.98791	550.2	752.6	718.6	634.7	627.7	
10121_at	ACTR1A	Hs.153961	1692.1	1703.3	1303.4	1614.2	1685.1	
10123_at	ARL4C	Hs.111554; Hs.719190	118.7	105.1	74.9	68.8	62.8	
10125_at	RASGRP1	Hs.591127	127.4	96.5	109.1	101.0	117.2	
10126_at	DNAL4	Hs.632766	326.7	400.3	280.8	255.6	336.4	
10127_at	ZNF263	Hs.611475	584.5	676.8	573.6	465.7	559.8	
10128_at	LRPPRC	Hs.368084	1099.1	1189.9	1206.8	1291.6	1359.8	
10129_at	FRY	Hs.507669; Hs.718654	445.1	630.9	601.4	454.3	469.6	
1012_at	CDH13	Hs.654386	1368.4	1449.9	1029.9	1041.4	1870.3	
10130_at	PDIA6	Hs.212102	2520.9	2612.8	2033.0	2337.2	2120.3	
10131_at	TRAP1	Hs.30345	953.2	1011.9	1426.7	1413.0	1309.0	
10133_at	OPTN	Hs.332706	2626.4	2950.8	2899.4	2745.6	2953.8	
10134_at	BCAP31	Hs.522817	2194.5	2169.9	1856.9	3227.0	2888.4	
10135_at	NAMPT	Hs.489615	887.2	843.1	810.4	736.6	673.0	
10136_at	CELA3A	Hs.654349	13.7	15.5	15.6	15.8	17.0	
10137_at	RBM12	Hs.246413	1057.5	903.9	1006.4	838.1	822.0	
10138_at	YAF2	Hs.708084	104.2	63.0	83.2	96.8	74.1	
10139_at	ARFRP1	Hs.389277	154.8	191.1	151.3	140.7	146.0	
1013_at	CDH15	Hs.148090	35.7	44.6	59.2	40.9	49.3	
10140_at	TOB1	Hs.709952; Hs.714409; Hs.719207	1425.7	1345.1	1793.7	1438.5	1575.1	
10141_at	C4orf6	Hs.177972	7.2	9.0	18.1	7.1	12.2	
10142_at	AKAP9	Hs.651221	43.4	42.6	58.1	45.5	43.1	
10143_at	CLEC3A	Hs.177936	4.5	4.6	5.5	4.2	6.0	
10144_at	FAM13A	Hs.97270	246.7	208.0	324.2	338.5	244.0	
10146_at	G3BP1	Hs.587054	555.4	432.0	460.4	359.1	465.4	
10147_at	SFRS14	Hs.515271	166.0	218.3	258.5	239.2	197.8	
10148_at	EBI3	Hs.501452	89.6	57.1	40.3	40.7	33.7	
10149_at	GPR64	Hs.146978	115.3	209.4	210.8	100.2	43.3	
1014_at	CDH16	Hs.513660	11.7	11.2	9.5	10.9	11.0	
10150_at	MBNL2	Hs.657347	91.6	88.2	90.2	80.3	98.8	
10151_at	HNRNPA3P1	Hs.632956	7.5	8.0	8.2	7.1	7.6	
10152_at	ABI2	Hs.471156	172.4	171.6	168.6	141.6	152.9	
10153_at	CEBPZ	Hs.135406	1662.9	1715.8	1561.3	1438.5	1613.0	
10154_at	PLXNC1	Hs.584845	32.1	30.9	54.4	55.8	50.2	
10155_at	TRIM28	Hs.467408	713.0	752.3	754.9	633.7	661.0	
10157_at	AASS	Hs.156738	327.9	511.6	817.9	567.6	448.0	
10158_at	PDZK1IP1	Hs.431099	58.9	133.5	159.2	182.3	264.1	
10159_at	ATP6AP2	Hs.495960	1063.5	946.3	996.4	1062.8	1004.9	
1015_at	CDH17	Hs.591853	7.9	6.2	7.4	13.6	9.9	
10160_at	FARP1	Hs.403917	582.2	573.7	400.3	526.3	438.1	
10161_at	LPAR6	Hs.123464; Hs.676545	1394.2	1168.8	960.9	880.6	1168.6	
10162_at	LPCAT3	Hs.655248	218.3	181.9	151.1	201.7	198.8	
10163_at	WASF2	Hs.590909	920.7	1105.8	821.1	786.3	729.2	
10164_at	CHST4	Hs.251383	12.3	8.1	6.1	14.6	10.8	
10165_at	SLC25A13	Hs.489190	249.7	237.1	279.9	302.6	278.1	
10166_at	SLC25A15	Hs.646645; Hs.655240	16.4	16.7	18.0	24.0	18.3	
10168_at	ZNF197	Hs.157035	162.1	182.8	127.7	118.1	130.4	
10169_at	SERF2	Hs.424126	2148.8	2027.7	1899.5	2066.6	1995.1	
1016_at	CDH18	Hs.317632	6.0	7.3	7.6	9.0	6.9	
10170_at	DHRS9	Hs.179608	61.3	60.6	22.8	162.4	26.0	
10171_at	RCL1	Hs.194121	503.9	614.8	466.2	566.4	469.0	
10172_at	ZNF256	Hs.596242	274.9	239.5	177.9	294.8	172.5	
10174_at	SORBS3	Hs.528572	428.5	536.9	428.7	351.6	308.3	
10175_at	CNIH	Hs.294603	776.2	695.9	674.6	732.2	807.4	
10178_at	ODZ1	Hs.23796; Hs.537002; Hs.716649	35.8	44.7	31.0	56.5	51.8	
10179_at	RBM7	Hs.7527	2288.6	1318.9	2480.6	1970.2	1684.7	
1017_at	CDK2	Hs.19192; Hs.689624	54.0	35.1	58.4	57.7	51.9	
10180_at	RBM6	Hs.439480	416.0	501.6	988.9	718.2	880.3	
10181_at	RBM5	Hs.439480	1332.6	1523.2	2151.2	1749.7	1826.3	
10184_at	LHFPL2	Hs.670094; Hs.79299	1585.0	1313.3	903.0	994.9	1175.8	
10186_at	LHFP	Hs.507798	4301.4	4153.6	4396.0	4551.3	4490.1	
10188_at	TNK2	Hs.518513	23.6	22.2	26.3	26.1	26.3	
10189_at	THOC4	Hs.534385	83.1	41.7	62.5	57.7	36.0	
1018_at	CDK3	Hs.706766	39.1	36.5	56.6	54.2	58.5	
10190_at	TXNDC9	Hs.536122	2003.2	1827.3	1829.3	1832.5	2035.4	
10193_at	RNF41	Hs.524502	205.7	190.4	177.6	262.4	200.3	
10194_at	TSHZ1	Hs.284217	234.2	202.6	211.0	204.6	215.8	
10195_at	ALG3	Hs.478481	379.0	356.2	299.8	376.1	350.5	
10196_at	PRMT3	Hs.152337	148.5	127.4	191.1	145.8	140.9	
10197_at	PSME3	Hs.152978	386.5	412.2	294.3	427.5	365.8	
